educator_id,role,certification,years_experience,hire_year
3004357,teacher,standard,7,2018
3004358,teacher,standard,0,2025
3004359,teacher,standard,12,2013
3004360,teacher,standard,13,2012
3004361,teacher,standard,0,2025
3004362,teacher,standard,7,2018
3004363,teacher,standard,3,2022
3004364,teacher,standard,10,2015
3004365,teacher,standard,5,2020
3004366,teacher,standard,12,2013
3004367,admin,standard,23,2002
3004368,admin,standard,7,2018
3004369,teacher,standard,11,2014
3004370,counselor,provisional,8,2017
3004371,teacher,standard,4,2021
3004372,teacher,standard,11,2014
3004373,teacher,standard,9,2016
3004374,teacher,standard,5,2020
3004375,teacher,standard,4,2021
3004376,teacher,standard,13,2012
3004377,teacher,standard,17,2008
3004378,teacher,standard,27,1998
3004379,teacher,standard,6,2019
3004380,teacher,standard,0,2025
3004381,counselor,standard,4,2021
3004382,admin,standard,8,2017
3004383,teacher,standard,11,2014
3004384,teacher,standard,18,2007
3004385,teacher,standard,0,2025
3004386,teacher,standard,4,2021
3004387,teacher,provisional,14,2011
3004388,counselor,standard,3,2022
3004389,teacher,standard,9,2016
3004390,teacher,standard,12,2013
3004391,teacher,standard,4,2021
3004392,teacher,standard,14,2011
3004393,teacher,standard,13,2012
3004394,teacher,standard,3,2022
3004395,teacher,standard,5,2020
3004396,teacher,standard,9,2016
3004397,teacher,standard,1,2024
3004398,teacher,none,2,2023
3004399,teacher,standard,7,2018
3004400,teacher,standard,2,2023
3004401,teacher,standard,19,2006
3004402,teacher,standard,17,2008
3004403,teacher,standard,8,2017
3004404,teacher,standard,4,2021
3004405,counselor,standard,11,2014
3004406,teacher,standard,11,2014
3004407,teacher,provisional,3,2022
3004408,teacher,standard,7,2018
3004409,teacher,standard,17,2008
3004410,teacher,standard,2,2023
3004411,teacher,provisional,6,2019
3004412,teacher,standard,11,2014
3004413,teacher,none,12,2013
3004414,teacher,provisional,7,2018
3004415,teacher,none,3,2022
3004416,teacher,standard,10,2015
3004417,counselor,standard,9,2016
3004418,teacher,standard,12,2013
3004419,teacher,standard,17,2008
3004420,counselor,none,17,2008
3004421,teacher,standard,14,2011
3004422,teacher,provisional,8,2017
3004423,teacher,standard,5,2020
3004424,teacher,standard,8,2017
3004425,teacher,standard,8,2017
3004426,teacher,standard,9,2016
3004427,teacher,standard,0,2025
3004428,teacher,standard,4,2021
3004429,teacher,standard,2,2023
3004430,counselor,standard,12,2013
3004431,teacher,provisional,0,2025
3004432,teacher,standard,16,2009
3004433,teacher,standard,5,2020
3004434,admin,standard,14,2011
3004435,teacher,standard,7,2018
3004436,teacher,standard,11,2014
3004437,teacher,provisional,12,2013
3004438,teacher,provisional,20,2005
3004439,teacher,standard,0,2025
3004440,teacher,standard,20,2005
3004441,teacher,standard,10,2015
3004442,teacher,standard,15,2010
3004443,teacher,standard,3,2022
3004444,counselor,standard,5,2020
3004445,teacher,standard,17,2008
3004446,teacher,standard,7,2018
3004447,teacher,standard,6,2019
3004448,teacher,provisional,0,2025
3004449,teacher,standard,2,2023
3004450,teacher,standard,23,2002
3004451,teacher,standard,9,2016
3004452,teacher,standard,13,2012
3004453,teacher,standard,15,2010
3004454,teacher,standard,10,2015
3004455,teacher,provisional,2,2023
3004456,teacher,standard,2,2023
3004457,teacher,standard,17,2008
3004458,teacher,standard,11,2014
3004459,counselor,standard,12,2013
3004460,teacher,standard,12,2013
3004461,teacher,standard,1,2024
3004462,teacher,standard,24,2001
3004463,teacher,standard,7,2018
3004464,teacher,provisional,9,2016
3004465,teacher,standard,5,2020
3004466,teacher,standard,2,2023
3004467,teacher,standard,17,2008
3004468,teacher,standard,4,2021
3004469,teacher,standard,11,2014
3004470,teacher,none,1,2024
3004471,teacher,standard,6,2019
3004472,admin,provisional,0,2025
3004473,counselor,standard,1,2024
3004474,teacher,standard,8,2017
3004475,admin,provisional,17,2008
3004476,teacher,standard,19,2006
3004477,teacher,standard,6,2019
3004478,teacher,standard,19,2006
3004479,teacher,standard,13,2012
3004480,teacher,standard,11,2014
3004481,teacher,standard,14,2011
3004482,teacher,standard,11,2014
3004483,teacher,standard,6,2019
3004484,teacher,standard,0,2025
3004485,teacher,none,5,2020
3004486,teacher,standard,13,2012
3004487,teacher,provisional,13,2012
3004488,teacher,standard,12,2013
3004489,teacher,standard,9,2016
3004490,teacher,standard,20,2005
3004491,counselor,standard,10,2015
3004492,teacher,standard,6,2019
3004493,teacher,standard,3,2022
3004494,teacher,standard,3,2022
3004495,teacher,standard,0,2025
3004496,teacher,standard,0,2025
3004497,teacher,standard,0,2025
3004498,teacher,standard,13,2012
3004499,teacher,standard,3,2022
3004500,teacher,standard,3,2022
3004501,counselor,standard,10,2015
3004502,teacher,standard,12,2013
3004503,teacher,standard,6,2019
3004504,teacher,standard,8,2017
3004505,teacher,standard,14,2011
3004506,teacher,standard,3,2022
3004507,teacher,standard,12,2013
3004508,teacher,standard,8,2017
3004509,teacher,standard,2,2023
3004510,teacher,standard,5,2020
3004511,teacher,provisional,6,2019
3004512,teacher,standard,20,2005
3004513,teacher,standard,21,2004
3004514,teacher,standard,0,2025
3004515,teacher,standard,5,2020
3004516,teacher,standard,4,2021
3004517,teacher,standard,15,2010
3004518,teacher,standard,3,2022
3004519,counselor,none,15,2010
3004520,teacher,standard,11,2014
3004521,teacher,standard,11,2014
3004522,teacher,standard,9,2016
3004523,teacher,standard,15,2010
3004524,teacher,standard,0,2025
3004525,teacher,standard,22,2003
3004526,teacher,provisional,5,2020
3004527,teacher,standard,17,2008
3004528,counselor,provisional,10,2015
3004529,admin,standard,2,2023
3004530,teacher,standard,11,2014
3004531,admin,standard,6,2019
3004532,teacher,standard,11,2014
3004533,teacher,standard,14,2011
3004534,teacher,standard,6,2019
3004535,teacher,standard,3,2022
3004536,teacher,standard,7,2018
3004537,counselor,provisional,4,2021
3004538,counselor,standard,18,2007
3004539,teacher,standard,19,2006
3004540,counselor,standard,10,2015
3004541,teacher,standard,14,2011
3004542,teacher,standard,11,2014
3004543,teacher,standard,5,2020
3004544,teacher,standard,6,2019
3004545,admin,standard,14,2011
3004546,teacher,standard,0,2025
3004547,teacher,standard,9,2016
3004548,teacher,standard,8,2017
3004549,teacher,provisional,11,2014
3004550,teacher,standard,12,2013
3004551,teacher,standard,12,2013
3004552,teacher,standard,12,2013
3004553,teacher,standard,14,2011
3004554,admin,standard,9,2016
3004555,teacher,standard,16,2009
3004556,teacher,standard,2,2023
3004557,teacher,standard,13,2012
3004558,teacher,standard,1,2024
3004559,teacher,standard,20,2005
3004560,admin,standard,1,2024
3004561,teacher,provisional,6,2019
3004562,counselor,standard,7,2018
3004563,teacher,standard,14,2011
3004564,teacher,standard,13,2012
3004565,teacher,standard,5,2020
3004566,teacher,standard,16,2009
3004567,teacher,standard,5,2020
3004568,teacher,standard,0,2025
3004569,teacher,standard,15,2010
3004570,teacher,provisional,9,2016
3004571,teacher,provisional,18,2007
3004572,teacher,provisional,8,2017
3004573,teacher,provisional,5,2020
3004574,teacher,standard,5,2020
3004575,teacher,provisional,19,2006
3004576,teacher,none,8,2017
3004577,teacher,standard,7,2018
3004578,teacher,standard,7,2018
3004579,teacher,standard,15,2010
3004580,teacher,standard,13,2012
3004581,teacher,standard,5,2020
3004582,teacher,standard,7,2018
3004583,teacher,standard,13,2012
3004584,teacher,standard,3,2022
3004585,teacher,standard,14,2011
3004586,teacher,standard,2,2023
3004587,teacher,standard,10,2015
3004588,teacher,standard,8,2017
3004589,teacher,standard,14,2011
3004590,counselor,standard,16,2009
3004591,teacher,standard,15,2010
3004592,counselor,standard,15,2010
3004593,teacher,standard,1,2024
3004594,teacher,standard,9,2016
3004595,teacher,standard,10,2015
3004596,teacher,standard,9,2016
3004597,teacher,standard,22,2003
3004598,counselor,standard,17,2008
3004599,teacher,standard,13,2012
3004600,teacher,standard,5,2020
3004601,teacher,standard,7,2018
3004602,admin,standard,9,2016
3004603,teacher,standard,11,2014
3004604,teacher,standard,6,2019
3004605,teacher,standard,16,2009
3004606,teacher,standard,9,2016
3004607,teacher,standard,0,2025
3004608,teacher,provisional,17,2008
3004609,teacher,standard,12,2013
3004610,teacher,standard,13,2012
3004611,teacher,standard,14,2011
3004612,teacher,none,6,2019
3004613,counselor,standard,0,2025
3004614,counselor,provisional,6,2019
3004615,teacher,provisional,9,2016
3004616,teacher,standard,7,2018
3004617,teacher,standard,6,2019
3004618,teacher,standard,13,2012
3004619,teacher,standard,14,2011
3004620,teacher,standard,10,2015
3004621,teacher,provisional,7,2018
3004622,teacher,standard,7,2018
3004623,teacher,standard,9,2016
3004624,teacher,standard,5,2020
3004625,teacher,standard,8,2017
3004626,teacher,standard,9,2016
3004627,teacher,none,5,2020
3004628,counselor,standard,4,2021
3004629,counselor,standard,5,2020
3004630,teacher,standard,4,2021
3004631,teacher,standard,12,2013
3004632,teacher,standard,17,2008
3004633,counselor,standard,10,2015
3004634,teacher,standard,0,2025
3004635,teacher,none,16,2009
3004636,counselor,standard,11,2014
3004637,counselor,standard,9,2016
3004638,teacher,standard,0,2025
3004639,teacher,standard,0,2025
3004640,admin,standard,20,2005
3004641,counselor,standard,8,2017
3004642,counselor,standard,12,2013
3004643,teacher,standard,5,2020
3004644,teacher,standard,7,2018
3004645,admin,provisional,5,2020
3004646,teacher,standard,9,2016
3004647,teacher,standard,0,2025
3004648,teacher,standard,9,2016
3004649,admin,standard,6,2019
3004650,teacher,standard,12,2013
3004651,teacher,standard,10,2015
3004652,teacher,provisional,8,2017
3004653,teacher,standard,0,2025
3004654,teacher,standard,0,2025
3004655,admin,standard,4,2021
3004656,counselor,standard,8,2017
3004657,teacher,standard,0,2025
3004658,teacher,standard,3,2022
3004659,teacher,standard,12,2013
3004660,teacher,standard,18,2007
3004661,teacher,standard,10,2015
3004662,teacher,standard,7,2018
3004663,teacher,standard,5,2020
3004664,admin,standard,6,2019
3004665,counselor,standard,12,2013
3004666,teacher,standard,0,2025
3004667,teacher,standard,13,2012
3004668,teacher,provisional,5,2020
3004669,admin,standard,7,2018
3004670,teacher,standard,2,2023
3004671,counselor,standard,2,2023
3004672,teacher,standard,19,2006
3004673,teacher,standard,7,2018
3004674,teacher,none,17,2008
3004675,teacher,standard,1,2024
3004676,teacher,standard,17,2008
3004677,teacher,standard,7,2018
3004678,teacher,standard,1,2024
3004679,teacher,standard,4,2021
3004680,teacher,standard,6,2019
3004681,admin,standard,12,2013
3004682,teacher,standard,14,2011
3004683,teacher,none,16,2009
3004684,admin,standard,0,2025
3004685,teacher,standard,0,2025
3004686,admin,provisional,1,2024
3004687,teacher,standard,5,2020
3004688,teacher,standard,5,2020
3004689,counselor,standard,20,2005
3004690,teacher,standard,17,2008
3004691,counselor,standard,15,2010
3004692,teacher,standard,13,2012
3004693,teacher,standard,18,2007
3004694,teacher,standard,4,2021
3004695,teacher,standard,6,2019
3004696,teacher,standard,8,2017
3004697,teacher,none,15,2010
3004698,teacher,provisional,3,2022
3004699,admin,standard,4,2021
3004700,teacher,provisional,12,2013
3004701,teacher,standard,4,2021
3004702,teacher,provisional,10,2015
3004703,teacher,standard,18,2007
3004704,teacher,provisional,10,2015
3004705,teacher,standard,7,2018
3004706,teacher,provisional,16,2009
3004707,teacher,standard,20,2005
3004708,teacher,standard,5,2020
3004709,teacher,standard,14,2011
3004710,teacher,provisional,13,2012
3004711,teacher,standard,16,2009
3004712,teacher,standard,18,2007
3004713,teacher,standard,5,2020
3004714,teacher,standard,3,2022
3004715,teacher,standard,17,2008
3004716,admin,provisional,7,2018
3004717,teacher,standard,0,2025
3004718,teacher,provisional,20,2005
3004719,teacher,standard,18,2007
3004720,teacher,provisional,22,2003
3004721,teacher,provisional,3,2022
3004722,teacher,standard,0,2025
3004723,teacher,standard,8,2017
3004724,teacher,standard,13,2012
3004725,teacher,standard,16,2009
3004726,teacher,standard,0,2025
3004727,teacher,standard,16,2009
3004728,teacher,standard,18,2007
3004729,teacher,standard,1,2024
3004730,admin,standard,4,2021
3004731,teacher,provisional,0,2025
3004732,counselor,none,9,2016
3004733,teacher,provisional,9,2016
3004734,admin,standard,0,2025
3004735,teacher,provisional,10,2015
3004736,teacher,standard,7,2018
3004737,teacher,standard,0,2025
3004738,teacher,standard,15,2010
3004739,teacher,standard,13,2012
3004740,teacher,standard,11,2014
3004741,teacher,none,19,2006
3004742,teacher,provisional,15,2010
3004743,teacher,provisional,12,2013
3004744,teacher,standard,6,2019
3004745,teacher,standard,2,2023
3004746,teacher,standard,7,2018
3004747,teacher,standard,6,2019
3004748,teacher,standard,5,2020
3004749,teacher,standard,7,2018
3004750,teacher,standard,7,2018
3004751,teacher,standard,10,2015
3004752,teacher,standard,14,2011
3004753,teacher,standard,7,2018
3004754,teacher,provisional,2,2023
3004755,teacher,standard,4,2021
3004756,teacher,standard,2,2023
3004757,teacher,provisional,21,2004
3004758,teacher,standard,3,2022
3004759,teacher,none,9,2016
3004760,teacher,none,16,2009
3004761,admin,standard,22,2003
3004762,teacher,standard,2,2023
3004763,teacher,standard,0,2025
3004764,teacher,standard,11,2014
3004765,teacher,provisional,8,2017
3004766,teacher,standard,18,2007
3004767,teacher,standard,9,2016
3004768,teacher,standard,6,2019
3004769,admin,standard,8,2017
3004770,teacher,standard,6,2019
3004771,teacher,standard,18,2007
3004772,teacher,provisional,9,2016
3004773,teacher,standard,1,2024
3004774,teacher,standard,12,2013
3004775,teacher,standard,13,2012
3004776,teacher,standard,10,2015
3004777,teacher,standard,14,2011
3004778,teacher,standard,3,2022
3004779,teacher,standard,7,2018
3004780,teacher,standard,0,2025
3004781,teacher,standard,23,2002
3004782,admin,standard,9,2016
3004783,counselor,standard,12,2013
3004784,teacher,standard,22,2003
3004785,teacher,standard,8,2017
3004786,teacher,standard,14,2011
3004787,teacher,provisional,8,2017
3004788,teacher,standard,7,2018
3004789,teacher,standard,0,2025
3004790,teacher,standard,16,2009
3004791,teacher,standard,15,2010
3004792,teacher,standard,1,2024
3004793,teacher,provisional,13,2012
3004794,teacher,standard,7,2018
3004795,teacher,standard,9,2016
3004796,teacher,standard,3,2022
3004797,admin,standard,6,2019
3004798,teacher,standard,18,2007
3004799,teacher,standard,15,2010
3004800,counselor,none,0,2025
3004801,teacher,standard,8,2017
3004802,teacher,standard,3,2022
3004803,counselor,provisional,11,2014
3004804,teacher,standard,15,2010
3004805,teacher,standard,18,2007
3004806,admin,standard,0,2025
3004807,teacher,standard,9,2016
3004808,teacher,standard,7,2018
3004809,teacher,standard,11,2014
3004810,teacher,standard,2,2023
3004811,teacher,standard,11,2014
3004812,teacher,standard,13,2012
3004813,teacher,provisional,5,2020
3004814,teacher,standard,16,2009
3004815,teacher,standard,15,2010
3004816,teacher,standard,3,2022
3004817,teacher,standard,0,2025
3004818,teacher,standard,9,2016
3004819,teacher,standard,7,2018
3004820,teacher,standard,4,2021
3004821,counselor,standard,15,2010
3004822,counselor,standard,10,2015
3004823,teacher,standard,9,2016
3004824,teacher,standard,10,2015
3004825,teacher,none,14,2011
3004826,teacher,none,21,2004
3004827,teacher,standard,4,2021
3004828,teacher,standard,12,2013
3004829,teacher,provisional,0,2025
3004830,admin,standard,15,2010
3004831,teacher,standard,8,2017
3004832,teacher,standard,8,2017
3004833,teacher,standard,9,2016
3004834,teacher,standard,18,2007
3004835,teacher,standard,0,2025
3004836,teacher,provisional,15,2010
3004837,admin,standard,11,2014
3004838,teacher,standard,3,2022
3004839,teacher,provisional,8,2017
3004840,counselor,standard,5,2020
3004841,teacher,standard,6,2019
3004842,admin,standard,0,2025
3004843,teacher,standard,10,2015
3004844,teacher,standard,1,2024
3004845,teacher,provisional,11,2014
3004846,admin,standard,7,2018
3004847,counselor,standard,18,2007
3004848,teacher,standard,2,2023
3004849,teacher,standard,13,2012
3004850,teacher,standard,17,2008
3004851,teacher,provisional,0,2025
3004852,teacher,provisional,8,2017
3004853,admin,standard,7,2018
3004854,teacher,provisional,11,2014
3004855,teacher,standard,8,2017
3004856,teacher,standard,9,2016
3004857,teacher,standard,11,2014
3004858,teacher,none,7,2018
3004859,teacher,standard,3,2022
3004860,teacher,standard,5,2020
3004861,teacher,standard,4,2021
3004862,teacher,standard,0,2025
3004863,teacher,standard,8,2017
3004864,teacher,standard,9,2016
3004865,teacher,provisional,7,2018
3004866,teacher,standard,12,2013
3004867,teacher,provisional,1,2024
3004868,teacher,standard,7,2018
3004869,teacher,standard,8,2017
3004870,teacher,standard,12,2013
3004871,teacher,standard,0,2025
3004872,teacher,standard,4,2021
3004873,teacher,standard,9,2016
3004874,teacher,provisional,10,2015
3004875,teacher,standard,21,2004
3004876,teacher,standard,5,2020
3004877,teacher,standard,11,2014
3004878,teacher,standard,14,2011
3004879,teacher,provisional,15,2010
3004880,teacher,standard,16,2009
3004881,teacher,standard,0,2025
3004882,teacher,standard,10,2015
3004883,teacher,provisional,8,2017
3004884,teacher,standard,3,2022
3004885,teacher,standard,3,2022
3004886,teacher,standard,12,2013
3004887,counselor,standard,4,2021
3004888,teacher,standard,13,2012
3004889,counselor,standard,15,2010
3004890,teacher,standard,11,2014
3004891,teacher,standard,8,2017
3004892,teacher,standard,19,2006
3004893,teacher,standard,1,2024
3004894,teacher,standard,8,2017
3004895,teacher,standard,10,2015
3004896,teacher,standard,19,2006
3004897,teacher,provisional,11,2014
3004898,teacher,standard,11,2014
3004899,teacher,standard,12,2013
3004900,teacher,provisional,5,2020
3004901,counselor,standard,2,2023
3004902,teacher,standard,10,2015
3004903,teacher,standard,0,2025
3004904,teacher,standard,12,2013
3004905,teacher,standard,6,2019
3004906,teacher,standard,5,2020
3004907,teacher,standard,4,2021
3004908,teacher,standard,13,2012
3004909,teacher,standard,4,2021
3004910,teacher,standard,0,2025
3004911,admin,standard,12,2013
3004912,teacher,standard,11,2014
3004913,teacher,standard,0,2025
3004914,teacher,provisional,7,2018
3004915,teacher,provisional,1,2024
3004916,teacher,standard,7,2018
3004917,teacher,standard,10,2015
3004918,admin,standard,2,2023
3004919,teacher,standard,0,2025
3004920,teacher,standard,1,2024
3004921,teacher,standard,19,2006
3004922,teacher,standard,6,2019
3004923,counselor,standard,8,2017
3004924,teacher,standard,0,2025
3004925,teacher,standard,8,2017
3004926,teacher,provisional,13,2012
3004927,teacher,standard,16,2009
3004928,teacher,none,10,2015
3004929,teacher,standard,7,2018
3004930,counselor,standard,7,2018
3004931,teacher,standard,5,2020
3004932,counselor,standard,6,2019
3004933,teacher,standard,7,2018
3004934,counselor,standard,23,2002
3004935,teacher,standard,0,2025
3004936,counselor,standard,4,2021
3004937,counselor,standard,4,2021
3004938,teacher,standard,16,2009
3004939,teacher,standard,0,2025
3004940,teacher,standard,9,2016
3004941,teacher,standard,16,2009
3004942,teacher,provisional,11,2014
3004943,admin,standard,0,2025
3004944,counselor,standard,0,2025
3004945,teacher,standard,0,2025
3004946,counselor,standard,14,2011
3004947,teacher,standard,1,2024
3004948,teacher,none,10,2015
3004949,admin,provisional,0,2025
3004950,teacher,standard,10,2015
3004951,counselor,standard,2,2023
3004952,teacher,standard,0,2025
3004953,teacher,none,13,2012
3004954,teacher,standard,2,2023
3004955,teacher,standard,0,2025
3004956,teacher,standard,5,2020
3004957,teacher,standard,19,2006
3004958,admin,standard,13,2012
3004959,teacher,standard,10,2015
3004960,counselor,standard,16,2009
3004961,teacher,standard,0,2025
3004962,teacher,standard,8,2017
3004963,admin,standard,4,2021
3004964,teacher,standard,13,2012
3004965,teacher,standard,14,2011
3004966,teacher,provisional,11,2014
3004967,teacher,standard,19,2006
3004968,admin,standard,11,2014
3004969,teacher,standard,10,2015
3004970,teacher,standard,13,2012
3004971,teacher,standard,3,2022
3004972,teacher,standard,14,2011
3004973,teacher,standard,12,2013
3004974,teacher,standard,7,2018
3004975,teacher,standard,15,2010
3004976,teacher,provisional,6,2019
3004977,teacher,standard,4,2021
3004978,admin,standard,11,2014
3004979,counselor,provisional,15,2010
3004980,teacher,standard,4,2021
3004981,teacher,provisional,5,2020
3004982,teacher,standard,8,2017
3004983,teacher,standard,9,2016
3004984,teacher,standard,2,2023
3004985,counselor,standard,14,2011
3004986,counselor,standard,6,2019
3004987,teacher,standard,7,2018
3004988,teacher,standard,5,2020
3004989,teacher,standard,10,2015
3004990,teacher,standard,4,2021
3004991,teacher,standard,10,2015
3004992,teacher,standard,11,2014
3004993,admin,standard,14,2011
3004994,teacher,standard,9,2016
3004995,teacher,standard,1,2024
3004996,teacher,standard,10,2015
3004997,teacher,standard,7,2018
3004998,teacher,standard,13,2012
3004999,teacher,standard,14,2011
3005000,teacher,standard,1,2024
3005001,counselor,standard,0,2025
3005002,teacher,standard,11,2014
3005003,teacher,standard,6,2019
3005004,teacher,standard,3,2022
3005005,teacher,standard,8,2017
3005006,teacher,standard,12,2013
3005007,teacher,standard,0,2025
3005008,counselor,standard,1,2024
3005009,teacher,standard,12,2013
3005010,teacher,standard,16,2009
3005011,admin,provisional,0,2025
3005012,admin,standard,4,2021
3005013,teacher,provisional,4,2021
3005014,counselor,standard,12,2013
3005015,teacher,standard,0,2025
3005016,teacher,standard,8,2017
3005017,teacher,provisional,0,2025
3005018,admin,standard,11,2014
3005019,teacher,standard,4,2021
3005020,teacher,standard,11,2014
3005021,teacher,standard,6,2019
3005022,teacher,provisional,4,2021
3005023,teacher,provisional,10,2015
3005024,teacher,provisional,6,2019
3005025,admin,standard,5,2020
3005026,teacher,provisional,0,2025
3005027,teacher,standard,8,2017
3005028,teacher,standard,14,2011
3005029,teacher,standard,4,2021
3005030,admin,standard,7,2018
3005031,teacher,standard,5,2020
3005032,teacher,standard,2,2023
3005033,admin,standard,1,2024
3005034,teacher,standard,4,2021
3005035,teacher,standard,17,2008
3005036,counselor,standard,12,2013
3005037,teacher,standard,4,2021
3005038,teacher,standard,14,2011
3005039,teacher,standard,17,2008
3005040,teacher,standard,25,2000
3005041,teacher,standard,0,2025
3005042,teacher,none,5,2020
3005043,teacher,standard,13,2012
3005044,counselor,standard,10,2015
3005045,admin,none,13,2012
3005046,teacher,standard,3,2022
3005047,teacher,standard,12,2013
3005048,teacher,provisional,13,2012
3005049,teacher,standard,24,2001
3005050,counselor,standard,6,2019
3005051,teacher,standard,17,2008
3005052,teacher,standard,0,2025
3005053,teacher,standard,22,2003
3005054,teacher,standard,1,2024
3005055,teacher,standard,11,2014
3005056,teacher,none,1,2024
3005057,admin,standard,6,2019
3005058,teacher,provisional,18,2007
3005059,teacher,standard,14,2011
3005060,teacher,standard,13,2012
3005061,teacher,standard,0,2025
3005062,teacher,standard,0,2025
3005063,teacher,standard,6,2019
3005064,teacher,standard,14,2011
3005065,teacher,standard,8,2017
3005066,teacher,standard,9,2016
3005067,teacher,standard,22,2003
3005068,teacher,standard,3,2022
3005069,teacher,standard,13,2012
3005070,teacher,standard,11,2014
3005071,teacher,standard,12,2013
3005072,teacher,provisional,10,2015
3005073,teacher,standard,7,2018
3005074,teacher,provisional,0,2025
3005075,teacher,standard,13,2012
3005076,teacher,standard,11,2014
3005077,teacher,standard,1,2024
3005078,teacher,standard,1,2024
3005079,teacher,provisional,8,2017
3005080,teacher,standard,14,2011
3005081,teacher,standard,20,2005
3005082,teacher,standard,16,2009
3005083,teacher,standard,15,2010
3005084,teacher,standard,12,2013
3005085,teacher,provisional,0,2025
3005086,teacher,standard,10,2015
3005087,teacher,standard,7,2018
3005088,teacher,none,13,2012
3005089,teacher,standard,16,2009
3005090,teacher,standard,17,2008
3005091,teacher,provisional,0,2025
3005092,counselor,standard,0,2025
3005093,teacher,provisional,6,2019
3005094,teacher,standard,4,2021
3005095,teacher,standard,12,2013
3005096,teacher,standard,11,2014
3005097,teacher,provisional,5,2020
3005098,admin,standard,2,2023
3005099,teacher,provisional,9,2016
3005100,teacher,standard,14,2011
3005101,counselor,standard,11,2014
3005102,teacher,provisional,7,2018
3005103,teacher,standard,5,2020
3005104,teacher,standard,4,2021
3005105,teacher,standard,8,2017
3005106,teacher,standard,17,2008
3005107,teacher,standard,0,2025
3005108,teacher,standard,21,2004
3005109,teacher,standard,7,2018
3005110,teacher,standard,21,2004
3005111,teacher,none,12,2013
3005112,teacher,provisional,3,2022
3005113,teacher,provisional,10,2015
3005114,teacher,provisional,11,2014
3005115,teacher,standard,7,2018
3005116,teacher,standard,5,2020
3005117,teacher,provisional,6,2019
3005118,admin,provisional,8,2017
3005119,teacher,provisional,8,2017
3005120,admin,standard,9,2016
3005121,teacher,standard,11,2014
3005122,teacher,none,19,2006
3005123,admin,standard,0,2025
3005124,teacher,standard,10,2015
3005125,admin,standard,14,2011
3005126,teacher,provisional,10,2015
3005127,counselor,standard,4,2021
3005128,teacher,standard,11,2014
3005129,counselor,standard,10,2015
3005130,teacher,standard,5,2020
3005131,teacher,standard,16,2009
3005132,teacher,standard,14,2011
3005133,teacher,provisional,7,2018
3005134,teacher,standard,11,2014
3005135,teacher,standard,5,2020
3005136,teacher,standard,19,2006
3005137,counselor,standard,15,2010
3005138,teacher,standard,3,2022
3005139,teacher,standard,7,2018
3005140,teacher,standard,9,2016
3005141,teacher,standard,11,2014
3005142,teacher,standard,10,2015
3005143,teacher,standard,11,2014
3005144,teacher,standard,9,2016
3005145,admin,standard,13,2012
3005146,counselor,provisional,9,2016
3005147,teacher,standard,11,2014
3005148,teacher,standard,6,2019
3005149,teacher,standard,13,2012
3005150,teacher,standard,8,2017
3005151,teacher,provisional,10,2015
3005152,teacher,standard,6,2019
3005153,teacher,standard,7,2018
3005154,teacher,standard,10,2015
3005155,admin,standard,4,2021
3005156,teacher,standard,11,2014
3005157,teacher,standard,5,2020
3005158,admin,provisional,3,2022
3005159,teacher,standard,9,2016
3005160,teacher,standard,5,2020
3005161,counselor,provisional,12,2013
3005162,teacher,standard,1,2024
3005163,teacher,standard,6,2019
3005164,teacher,provisional,16,2009
3005165,teacher,standard,8,2017
3005166,teacher,standard,3,2022
3005167,teacher,standard,9,2016
3005168,counselor,standard,0,2025
3005169,teacher,provisional,9,2016
3005170,teacher,provisional,14,2011
3005171,teacher,standard,4,2021
3005172,teacher,standard,10,2015
3005173,teacher,standard,17,2008
3005174,teacher,standard,17,2008
3005175,teacher,provisional,14,2011
3005176,teacher,standard,2,2023
3005177,teacher,standard,7,2018
3005178,counselor,standard,15,2010
3005179,counselor,standard,1,2024
3005180,teacher,standard,12,2013
3005181,teacher,provisional,12,2013
3005182,teacher,provisional,11,2014
3005183,teacher,standard,0,2025
3005184,teacher,standard,5,2020
3005185,teacher,standard,9,2016
3005186,teacher,standard,13,2012
3005187,teacher,standard,21,2004
3005188,teacher,provisional,2,2023
3005189,teacher,standard,5,2020
3005190,counselor,standard,5,2020
3005191,teacher,provisional,9,2016
3005192,teacher,standard,0,2025
3005193,counselor,provisional,6,2019
3005194,teacher,provisional,6,2019
3005195,counselor,provisional,12,2013
3005196,counselor,provisional,0,2025
3005197,teacher,standard,5,2020
3005198,teacher,standard,3,2022
3005199,admin,standard,12,2013
3005200,teacher,standard,11,2014
